team_id,code,hex_bg,hex_text,hex_ol,team_name,status,league,division,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,x,1p,2p,3p,4p,5p,6p,7p,8p,9p,10p,11p,12p,13p,14p,15p,16p,17p,18p,19p,20p,21p,22p,23p,24p,25p,26p,27p,28p,29p,30p,31p,32p,33p,xp,1avg,2avg,3avg,4avg,5avg,6avg,7avg,8avg,9avg,10avg,11avg,12avg,13avg,14avg,15avg,16avg,17avg,18avg,19avg,20avg,21avg,22avg,23avg,24avg,25avg,26avg,27avg,28avg,29avg,30avg,31avg,32avg,33avg,xavg,runs,runs_adj,center_of_gravity
110,bal,000000,FF3400,FFFFFF,Baltimore Orioles,Home,American,East,6,3,4,6,10,6,12,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,9,9,9,9,9,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.6666666666666666,1.1111111111111112,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,0,3.0,51,251,4.921568627450981
110,bal,000000,FF3400,FFFFFF,Baltimore Orioles,Away,American,East,8,4,3,5,7,9,3,10,5,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,13,13,13,13,13,13,13,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.6153846153846154,0.3076923076923077,0.23076923076923078,0.38461538461538464,0.5384615384615384,0.6923076923076923,0.23076923076923078,0.7692307692307693,0.38461538461538464,0.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,0,2.0,60,351,5.85
110,bal,000000,FF3400,FFFFFF,Baltimore Orioles,Total,American,East,14,7,7,11,17,15,15,13,6,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,22,22,22,22,22,22,22,18,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.6363636363636364,0.3181818181818182,0.3181818181818182,0.5,0.7727272727272727,0.6818181818181818,0.6818181818181818,0.5909090909090909,0.3333333333333333,0.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,0,2.25,111,602,5.423423423423423
111,bos,092341,CA0729,FFFFFF,Boston Red Sox,Home,American,East,1,3,3,0,4,1,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,10,10,10,10,10,10,10,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.1,0.3,0.3,0.0,0.4,0.1,0.5,0.2,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,0,1.0,22,121,5.5
111,bos,092341,CA0729,FFFFFF,Boston Red Sox,Away,American,East,4,4,15,6,11,7,7,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,1.25,0.5,0.9166666666666666,0.5833333333333334,0.5833333333333334,0.08333333333333333,0.8333333333333334,,,,,,,,,,,,,,,,,,,,,,,,0,,65,325,5.0
111,bos,092341,CA0729,FFFFFF,Boston Red Sox,Total,American,East,5,7,18,6,15,8,12,3,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,22,22,22,22,22,22,22,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.22727272727272727,0.3181818181818182,0.8181818181818182,0.2727272727272727,0.6818181818181818,0.36363636363636365,0.5454545454545454,0.13636363636363635,0.6,0.5,,,,,,,,,,,,,,,,,,,,,,,0,1.0,87,446,5.126436781609195
147,nyy,002144,FFFFFF,,New York Yankees,Home,American,East,13,12,12,6,7,17,9,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,14,14,14,14,14,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9285714285714286,0.8571428571428571,0.8571428571428571,0.42857142857142855,0.5,1.2142857142857142,0.6428571428571429,1.4285714285714286,1.0,,,,,,,,,,,,,,,,,,,,,,,,0,,101,502,4.97029702970297
147,nyy,002144,FFFFFF,,New York Yankees,Away,American,East,7,2,5,2,2,6,11,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7777777777777778,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.6666666666666666,1.2222222222222223,0.2222222222222222,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,0,,43,227,5.27906976744186
147,nyy,002144,FFFFFF,,New York Yankees,Total,American,East,20,14,17,8,9,23,20,22,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,23,23,23,23,23,23,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8695652173913043,0.6086956521739131,0.7391304347826086,0.34782608695652173,0.391304347826087,1.0,0.8695652173913043,0.9565217391304348,0.7857142857142857,,,,,,,,,,,,,,,,,,,,,,,,0,,144,729,5.0625
139,tb,041E42,FFFFFF,69B3E7,Tampa Bay Rays,Home,American,East,5,4,7,8,4,6,6,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12,12,12,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4166666666666667,0.3333333333333333,0.5833333333333334,0.6666666666666666,0.3333333333333333,0.5,0.5,0.5,1.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,0,0.0,51,258,5.0588235294117645
